date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:55:00	11678/11678	---M--	200	added ('OK')	text/css	date:Sun,%2027%20Sep%202020%2002:49:43%20GMT	https://bslthemes.com/ryan/demo/css/demos/demo-1-colors.css	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/css/demos/demo-1-colors.css	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:00	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Sun,%2027%20Sep%202020%2002:49:25%20GMT	https://bslthemes.com/ryan/demo/images/favicons/favicon.ico	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/favicons/favicon.ico	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:00	50438/50438	---M--	200	added ('OK')	text/css	date:Sun,%2027%20Sep%202020%2002:49:39%20GMT	https://bslthemes.com/ryan/demo/css/new-skin/new-skin.css	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/css/new-skin/new-skin.css	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:01	22375/22375	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:24%20GMT	https://bslthemes.com/ryan/demo/images/clients/client_1.png	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/clients/client_1.png	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:01	20220/20220	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:24%20GMT	https://bslthemes.com/ryan/demo/images/clients/client_2.png	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/clients/client_2.png	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:02	28152/28152	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:24%20GMT	https://bslthemes.com/ryan/demo/images/clients/client_3.png	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/clients/client_3.png	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:02	22401/22401	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:23%20GMT	https://bslthemes.com/ryan/demo/images/clients/client_4.png	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/clients/client_4.png	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:02	46189/46189	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:13%20GMT	https://bslthemes.com/ryan/demo/images/profile.png	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/profile.png	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:02	7820/7820	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:10%20GMT	https://bslthemes.com/ryan/demo/images/man1.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/man1.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:03	42535/42535	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:32%20GMT	https://bslthemes.com/ryan/demo/images/works/work1.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/works/work1.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:03	305518/305518	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:19%20GMT	https://bslthemes.com/ryan/demo/images/man5_big.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/man5_big.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:03	69913/69913	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:32%20GMT	https://bslthemes.com/ryan/demo/images/works/work3.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/works/work3.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:03	55522/55522	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:30%20GMT	https://bslthemes.com/ryan/demo/images/works/work4.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/works/work4.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:04	57405/57405	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:32%20GMT	https://bslthemes.com/ryan/demo/images/works/work2.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/works/work2.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:05	48621/48621	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:31%20GMT	https://bslthemes.com/ryan/demo/images/works/work6.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/works/work6.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:05	71593/71593	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:30%20GMT	https://bslthemes.com/ryan/demo/images/works/work5.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/works/work5.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:05	20062/20062	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Sep%202020%2002:48:52%20GMT	https://bslthemes.com/ryan/demo/blog-post-new.html	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/blog-post-new.html	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:05	50683/50683	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:33%20GMT	https://bslthemes.com/ryan/demo/images/works/work8.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/works/work8.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:06	71427/71427	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:31%20GMT	https://bslthemes.com/ryan/demo/images/works/work7.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/works/work7.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:07	112566/112566	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:27%20GMT	https://bslthemes.com/ryan/demo/images/blog/blog1.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/blog/blog1.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:07	96761/96761	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:28%20GMT	https://bslthemes.com/ryan/demo/images/blog/blog2.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/blog/blog2.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:07	84857/84857	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:28%20GMT	https://bslthemes.com/ryan/demo/images/blog/blog3.jpg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/blog/blog3.jpg	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:07	48696/48696	---M--	200	added ('OK')	application/javascript	date:Sun,%2027%20Sep%202020%2002:49:02%20GMT	https://bslthemes.com/ryan/demo/js/jquery.validate.js	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/js/jquery.validate.js	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:07	86659/86659	---M--	200	added ('OK')	application/javascript	date:Sun,%2027%20Sep%202020%2002:49:03%20GMT	https://bslthemes.com/ryan/demo/js/jquery.min.js	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/js/jquery.min.js	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:07	12283/12283	---M--	200	added ('OK')	application/javascript	date:Sun,%2027%20Sep%202020%2002:49:04%20GMT	https://bslthemes.com/ryan/demo/js/imagesloaded.pkgd.js	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/js/imagesloaded.pkgd.js	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:08	41730/41730	---M--	200	added ('OK')	application/javascript	date:Sun,%2027%20Sep%202020%2002:49:01%20GMT	https://bslthemes.com/ryan/demo/js/jquery.magnific-popup.js	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/js/jquery.magnific-popup.js	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:08	13832/13832	---M--	200	added ('OK')	application/javascript	date:Sun,%2027%20Sep%202020%2002:49:01%20GMT	https://bslthemes.com/ryan/demo/js/jquery.slimscroll.js	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/js/jquery.slimscroll.js	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:08	91398/91398	---M--	200	added ('OK')	application/javascript	date:Sun,%2027%20Sep%202020%2002:49:02%20GMT	https://bslthemes.com/ryan/demo/js/isotope.pkgd.js	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/js/isotope.pkgd.js	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:09	15615/15615	---M--	200	added ('OK')	application/javascript	date:Sun,%2027%20Sep%202020%2002:49:01%20GMT	https://bslthemes.com/ryan/demo/js/typed.js	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/js/typed.js	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:09	89992/89992	---M--	200	added ('OK')	application/javascript	date:Sun,%2027%20Sep%202020%2002:49:02%20GMT	https://bslthemes.com/ryan/demo/js/owl.carousel.js	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/js/owl.carousel.js	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:10	9496/9496	---MCZ	200	added ('OK')	text/javascript	etag:W/%22528a28ec667db0c489ede23bb44a3c73%22	https://use.fontawesome.com/8da76d029b.js	C:/My%20Web%20Sites/CV-Template/use.fontawesome.com/8da76d029b.js	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:10	12894/12894	---M--	200	added ('OK')	application/javascript	date:Sun,%2027%20Sep%202020%2002:57:59%20GMT	https://bslthemes.com/ryan/demo/js/scripts.js	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/js/scripts.js	(from https://bslthemes.com/ryan/demo/index-new-demo-1.html)
11:55:10	1343/1343	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2027%20Sep%202020%2002:49:19%20GMT	https://bslthemes.com/ryan/demo/images/quote.svg	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/quote.svg	(from https://bslthemes.com/ryan/demo/css/layout.css)
11:55:10	4232/4232	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:09%20GMT	https://bslthemes.com/ryan/demo/images/android-search.png	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/android-search.png	(from https://bslthemes.com/ryan/demo/css/layout.css)
11:55:12	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2027%20Sep%202020%2002:48:54%20GMT	https://bslthemes.com/ryan/demo/fonts/ionicons.eot?v=2.0.1	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/fonts/ionicons790f.eot	(from https://bslthemes.com/ryan/demo/css/ionicons.css)
11:55:12	67904/67904	---M--	200	added ('OK')	font/woff	date:Sun,%2027%20Sep%202020%2002:48:54%20GMT	https://bslthemes.com/ryan/demo/fonts/ionicons.woff?v=2.0.1	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/fonts/ionicons790f.woff	(from https://bslthemes.com/ryan/demo/css/ionicons.css)
11:55:13	188508/188508	---M--	200	added ('OK')	font/ttf	date:Sun,%2027%20Sep%202020%2002:48:56%20GMT	https://bslthemes.com/ryan/demo/fonts/ionicons.ttf?v=2.0.1	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/fonts/ionicons790f.ttf	(from https://bslthemes.com/ryan/demo/css/ionicons.css)
11:55:13	10675/10675	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Oct%202020%2006:55:12%20GMT	https://bslthemes.com/ryan/demo/css/owl.video.play.png	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/css/owl.video.play.png	(from https://bslthemes.com/ryan/demo/css/owl.carousel.css)
11:55:13	194/194	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:07%20GMT	https://bslthemes.com/ryan/demo/images/pag.png	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/images/pag.png	(from https://bslthemes.com/ryan/demo/css/new-skin/new-skin.css)
11:55:14	333834/333834	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2027%20Sep%202020%2002:48:56%20GMT	https://bslthemes.com/ryan/demo/fonts/ionicons.svg?v=2.0.1	C:/My%20Web%20Sites/CV-Template/bslthemes.com/ryan/demo/fonts/ionicons790f.svg	(from https://bslthemes.com/ryan/demo/css/ionicons.css)
